sub,network1,roi1,network2,roi2,roi_similarity,network_similarity,corr
sub-125525,Dorsal,IPS5,Ventral,PHC2,different,different,-0.5626440016669768
sub-125525,Dorsal,IPS5,Lateral,LO1,different,different,0.462345664262931
sub-125525,Dorsal,IPS5,Lateral,LO2,different,different,0.5040112848727248
sub-125525,Dorsal,IPS5,Lateral,hMT,different,different,0.3833570716312803
sub-125525,Dorsal,IPS5,Lateral,MST,different,different,0.5113176720229416
sub-125525,Dorsal,IPS5,Dorsal,V3a,different,same,0.5483603817309232
sub-125525,Dorsal,IPS5,Dorsal,V3b,different,same,0.6255438977157923
sub-125525,Dorsal,IPS5,Dorsal,IPS0,different,same,0.45126230913470056
sub-125525,Dorsal,IPS5,Dorsal,IPS1,different,same,0.38569279427001485
sub-125525,Dorsal,IPS5,Dorsal,IPS2,different,same,0.3916357347928121
sub-125525,Dorsal,IPS5,Dorsal,IPS3,different,same,0.3041555535441459
sub-125525,Dorsal,IPS5,Dorsal,IPS4,different,same,0.3827978704026689
sub-125525,Dorsal,IPS5,Dorsal,IPS5,same,same,0.3692638829379942
sub-125525,Dorsal,IPS5,Dorsal,SPL1,different,same,0.3754793920109107
sub-125525,Dorsal,SPL1,Occipital,V1v,different,different,-0.3222190391344541
sub-125525,Dorsal,SPL1,Occipital,V1d,different,different,-0.41669325998793166
sub-125525,Dorsal,SPL1,Occipital,V2v,different,different,-0.31784825420373664
sub-125525,Dorsal,SPL1,Occipital,V2d,different,different,-0.39026019924198463
sub-125525,Dorsal,SPL1,Occipital,V3v,different,different,-0.4605321672877823
sub-125525,Dorsal,SPL1,Occipital,V3d,different,different,-0.26665307259956494
sub-125525,Dorsal,SPL1,Ventral,hV4,different,different,-0.3495457430459204
sub-125525,Dorsal,SPL1,Ventral,VO1,different,different,-0.3411286473253204
sub-125525,Dorsal,SPL1,Ventral,VO2,different,different,-0.3614501360527435
sub-125525,Dorsal,SPL1,Ventral,PHC1,different,different,-0.1991888324049803
sub-125525,Dorsal,SPL1,Ventral,PHC2,different,different,-0.1441007003819252
sub-125525,Dorsal,SPL1,Lateral,LO1,different,different,-0.07888735043456967
sub-125525,Dorsal,SPL1,Lateral,LO2,different,different,-0.08167975296016029
sub-125525,Dorsal,SPL1,Lateral,hMT,different,different,0.023584883075278576
sub-125525,Dorsal,SPL1,Lateral,MST,different,different,-0.18971187455928248
sub-125525,Dorsal,SPL1,Dorsal,V3a,different,same,-0.0029172904114569006
sub-125525,Dorsal,SPL1,Dorsal,V3b,different,same,-0.04738305020188051
sub-125525,Dorsal,SPL1,Dorsal,IPS0,different,same,0.46718219739932026
sub-125525,Dorsal,SPL1,Dorsal,IPS1,different,same,0.7147540148518836
sub-125525,Dorsal,SPL1,Dorsal,IPS2,different,same,0.7092668725463608
sub-125525,Dorsal,SPL1,Dorsal,IPS3,different,same,0.5883800911651098
sub-125525,Dorsal,SPL1,Dorsal,IPS4,different,same,0.6600231245611993
sub-125525,Dorsal,SPL1,Dorsal,IPS5,different,same,0.6896712973916177
sub-125525,Dorsal,SPL1,Dorsal,SPL1,same,same,0.7148604757718421
sub-126426,Occipital,V1v,Occipital,V1v,same,same,0.7176187029116656
sub-126426,Occipital,V1v,Occipital,V1d,different,same,0.590076000414769
sub-126426,Occipital,V1v,Occipital,V2v,different,same,0.5197494537266709
sub-126426,Occipital,V1v,Occipital,V2d,different,same,0.5639832340841023
sub-126426,Occipital,V1v,Occipital,V3v,different,same,0.21863321159151217
sub-126426,Occipital,V1v,Occipital,V3d,different,same,0.5336861765078664
sub-126426,Occipital,V1v,Ventral,hV4,different,different,0.3244379052102962
sub-126426,Occipital,V1v,Ventral,VO1,different,different,0.02505151104252937
sub-126426,Occipital,V1v,Ventral,VO2,different,different,-0.4280908507970116
sub-126426,Occipital,V1v,Ventral,PHC1,different,different,-0.4992803077603576
sub-126426,Occipital,V1v,Ventral,PHC2,different,different,-0.6261468291078135
sub-126426,Occipital,V1v,Lateral,LO1,different,different,-0.12162979936919391
sub-126426,Occipital,V1v,Lateral,LO2,different,different,0.1976030563868718
sub-126426,Occipital,V1v,Lateral,hMT,different,different,0.0320175360755245
sub-126426,Occipital,V1v,Lateral,MST,different,different,0.33624863938501737
sub-126426,Occipital,V1v,Dorsal,V3a,different,different,0.19631309231898855
sub-126426,Occipital,V1v,Dorsal,V3b,different,different,0.5520460183097161
sub-126426,Occipital,V1v,Dorsal,IPS0,different,different,0.20127348056752517
sub-126426,Occipital,V1v,Dorsal,IPS1,different,different,0.1623868156169042
sub-126426,Occipital,V1v,Dorsal,IPS2,different,different,0.25400435324610887
sub-126426,Occipital,V1v,Dorsal,IPS3,different,different,0.13562928327116042
sub-126426,Occipital,V1v,Dorsal,IPS4,different,different,0.17367747596336514
sub-126426,Occipital,V1v,Dorsal,IPS5,different,different,0.2123594179165839
sub-126426,Occipital,V1v,Dorsal,SPL1,different,different,0.19353730105561512
sub-126426,Occipital,V1d,Occipital,V1v,different,same,0.7253589317560379
sub-126426,Occipital,V1d,Occipital,V1d,same,same,0.8013574583093284
sub-126426,Occipital,V1d,Occipital,V2v,different,same,0.6445078951000253
sub-126426,Occipital,V1d,Occipital,V2d,different,same,0.640554769932385
sub-126426,Occipital,V1d,Occipital,V3v,different,same,0.34358371800385673
sub-126426,Occipital,V1d,Occipital,V3d,different,same,0.5824646534427561
sub-126426,Occipital,V1d,Ventral,hV4,different,different,0.41025658727472697
sub-126426,Occipital,V1d,Ventral,VO1,different,different,0.12207183216210934
sub-126426,Occipital,V1d,Ventral,VO2,different,different,-0.3039302579150813
sub-126426,Occipital,V1d,Ventral,PHC1,different,different,-0.39175748613898514
sub-126426,Occipital,V1d,Ventral,PHC2,different,different,-0.4907621259221638
sub-126426,Occipital,V1d,Lateral,LO1,different,different,-0.08117229980329814
sub-126426,Occipital,V1d,Lateral,LO2,different,different,0.14592497925081765
sub-126426,Occipital,V1d,Lateral,hMT,different,different,0.14477905178965392
sub-126426,Occipital,V1d,Lateral,MST,different,different,0.45771736617666703
sub-126426,Occipital,V1d,Dorsal,V3a,different,different,0.30615316440277307
sub-126426,Occipital,V1d,Dorsal,V3b,different,different,0.55093294413128
sub-126426,Occipital,V1d,Dorsal,IPS0,different,different,0.16696024265507484
sub-126426,Occipital,V1d,Dorsal,IPS1,different,different,0.05101537183931337
sub-126426,Occipital,V1d,Dorsal,IPS2,different,different,0.16896041006710247
sub-126426,Occipital,V1d,Dorsal,IPS3,different,different,0.08085224847952704
sub-126426,Occipital,V1d,Dorsal,IPS4,different,different,0.0376154648096437
sub-126426,Occipital,V1d,Dorsal,IPS5,different,different,0.05214933803015349
sub-126426,Occipital,V1d,Dorsal,SPL1,different,different,0.10805550815001844
sub-126426,Occipital,V2v,Occipital,V1v,different,same,0.6551927106518899
sub-126426,Occipital,V2v,Occipital,V1d,different,same,0.6368891458545403
sub-126426,Occipital,V2v,Occipital,V2v,same,same,0.7822908342648451
sub-126426,Occipital,V2v,Occipital,V2d,different,same,0.6128895635783661
sub-126426,Occipital,V2v,Occipital,V3v,different,same,0.7974880466399814
sub-126426,Occipital,V2v,Occipital,V3d,different,same,0.6425169210613606
sub-126426,Occipital,V2v,Ventral,hV4,different,different,0.7122546111317491
sub-126426,Occipital,V2v,Ventral,VO1,different,different,0.50299921170693
sub-126426,Occipital,V2v,Ventral,VO2,different,different,0.3961140670755515
sub-126426,Occipital,V2v,Ventral,PHC1,different,different,0.22418881744731117
sub-126426,Occipital,V2v,Ventral,PHC2,different,different,0.11053914651004264
sub-126426,Occipital,V2v,Lateral,LO1,different,different,0.15739129705716132
sub-126426,Occipital,V2v,Lateral,LO2,different,different,0.02926273929982007
sub-126426,Occipital,V2v,Lateral,hMT,different,different,0.16761925869284422
sub-126426,Occipital,V2v,Lateral,MST,different,different,0.5149394576984446
sub-126426,Occipital,V2v,Dorsal,V3a,different,different,0.384872987155605
sub-126426,Occipital,V2v,Dorsal,V3b,different,different,0.4623804916685981
sub-126426,Occipital,V2v,Dorsal,IPS0,different,different,-0.02362500208762653
sub-126426,Occipital,V2v,Dorsal,IPS1,different,different,-0.19259999738830322
sub-126426,Occipital,V2v,Dorsal,IPS2,different,different,-0.16810870562026412
sub-126426,Occipital,V2v,Dorsal,IPS3,different,different,-0.21209536299543527
sub-126426,Occipital,V2v,Dorsal,IPS4,different,different,-0.19679291669790397
sub-126426,Occipital,V2v,Dorsal,IPS5,different,different,-0.29718645542027433
sub-126426,Occipital,V2v,Dorsal,SPL1,different,different,-0.19721806608653236
sub-126426,Occipital,V2d,Occipital,V1v,different,same,0.6119016017493678
sub-126426,Occipital,V2d,Occipital,V1d,different,same,0.6273413545197931
sub-126426,Occipital,V2d,Occipital,V2v,different,same,0.5799647823787448
sub-126426,Occipital,V2d,Occipital,V2d,same,same,0.7751723885501282
sub-126426,Occipital,V2d,Occipital,V3v,different,same,0.3574676980093903
sub-126426,Occipital,V2d,Occipital,V3d,different,same,0.7277427054637222
sub-126426,Occipital,V2d,Ventral,hV4,different,different,0.48258420069247787
sub-126426,Occipital,V2d,Ventral,VO1,different,different,0.29683842253793236
sub-126426,Occipital,V2d,Ventral,VO2,different,different,-0.25993764642052597
sub-126426,Occipital,V2d,Ventral,PHC1,different,different,-0.3077568865091158
sub-126426,Occipital,V2d,Ventral,PHC2,different,different,-0.4546904952390647
sub-126426,Occipital,V2d,Lateral,LO1,different,different,0.17817078469210054
sub-126426,Occipital,V2d,Lateral,LO2,different,different,0.38964542283520187
sub-126426,Occipital,V2d,Lateral,hMT,different,different,0.41898460274563143
sub-126426,Occipital,V2d,Lateral,MST,different,different,0.7203559119243771
sub-126426,Occipital,V2d,Dorsal,V3a,different,different,0.563927401315856
sub-126426,Occipital,V2d,Dorsal,V3b,different,different,0.7501084826377402
sub-126426,Occipital,V2d,Dorsal,IPS0,different,different,0.35132838040944725
sub-126426,Occipital,V2d,Dorsal,IPS1,different,different,0.11744453299342282
sub-126426,Occipital,V2d,Dorsal,IPS2,different,different,0.19517083756555506
sub-126426,Occipital,V2d,Dorsal,IPS3,different,different,0.09836644619034741
sub-126426,Occipital,V2d,Dorsal,IPS4,different,different,0.13407442808810466
sub-126426,Occipital,V2d,Dorsal,IPS5,different,different,0.1119838026054282
sub-126426,Occipital,V2d,Dorsal,SPL1,different,different,0.10085678199813888
sub-126426,Occipital,V3v,Occipital,V1v,different,same,0.5372044267327913
sub-126426,Occipital,V3v,Occipital,V1d,different,same,0.5913744979991987
sub-126426,Occipital,V3v,Occipital,V2v,different,same,0.5948543567067407
sub-126426,Occipital,V3v,Occipital,V2d,different,same,0.6476653551378712
sub-126426,Occipital,V3v,Occipital,V3v,same,same,0.8446999827919637
sub-126426,Occipital,V3v,Occipital,V3d,different,same,0.7413796720417895
sub-126426,Occipital,V3v,Ventral,hV4,different,different,0.8527351093416843
sub-126426,Occipital,V3v,Ventral,VO1,different,different,0.6676359937202266
sub-126426,Occipital,V3v,Ventral,VO2,different,different,0.39881628280325204
sub-126426,Occipital,V3v,Ventral,PHC1,different,different,0.4017531868073002
sub-126426,Occipital,V3v,Ventral,PHC2,different,different,0.14218258982998272
sub-126426,Occipital,V3v,Lateral,LO1,different,different,0.4784756951875928
sub-126426,Occipital,V3v,Lateral,LO2,different,different,0.38800581610264645
sub-126426,Occipital,V3v,Lateral,hMT,different,different,0.5859395504182766
sub-126426,Occipital,V3v,Lateral,MST,different,different,0.7786164286475804
sub-126426,Occipital,V3v,Dorsal,V3a,different,different,0.7009962130743048
sub-126426,Occipital,V3v,Dorsal,V3b,different,different,0.6769910155810069
sub-126426,Occipital,V3v,Dorsal,IPS0,different,different,0.179844398974305
sub-126426,Occipital,V3v,Dorsal,IPS1,different,different,-0.10165763203963675
sub-126426,Occipital,V3v,Dorsal,IPS2,different,different,-0.1288034079150154
sub-126426,Occipital,V3v,Dorsal,IPS3,different,different,-0.14162751867473913
sub-126426,Occipital,V3v,Dorsal,IPS4,different,different,-0.09776384754117508
sub-126426,Occipital,V3v,Dorsal,IPS5,different,different,-0.20209008172558832
sub-126426,Occipital,V3v,Dorsal,SPL1,different,different,-0.16571906304007397
sub-126426,Occipital,V3d,Occipital,V1v,different,same,0.46689372258082884
sub-126426,Occipital,V3d,Occipital,V1d,different,same,0.4552891585845786
sub-126426,Occipital,V3d,Occipital,V2v,different,same,0.47349914043661034
sub-126426,Occipital,V3d,Occipital,V2d,different,same,0.5935432707522552
sub-126426,Occipital,V3d,Occipital,V3v,different,same,0.4070363021550354
sub-126426,Occipital,V3d,Occipital,V3d,same,same,0.8205373094826316
sub-126426,Occipital,V3d,Ventral,hV4,different,different,0.597726897363814
sub-126426,Occipital,V3d,Ventral,VO1,different,different,0.4213413127690515
sub-126426,Occipital,V3d,Ventral,VO2,different,different,0.019000221727146886
sub-126426,Occipital,V3d,Ventral,PHC1,different,different,0.04488569725077846
sub-126426,Occipital,V3d,Ventral,PHC2,different,different,-0.1488699329014467
sub-126426,Occipital,V3d,Lateral,LO1,different,different,0.4792331250125421
sub-126426,Occipital,V3d,Lateral,LO2,different,different,0.612484003782313
sub-126426,Occipital,V3d,Lateral,hMT,different,different,0.6918993780294018
sub-126426,Occipital,V3d,Lateral,MST,different,different,0.8834062105581599
sub-126426,Occipital,V3d,Dorsal,V3a,different,different,0.7804039683514514
sub-126426,Occipital,V3d,Dorsal,V3b,different,different,0.7980349517266996
sub-126426,Occipital,V3d,Dorsal,IPS0,different,different,0.43969359110596
sub-126426,Occipital,V3d,Dorsal,IPS1,different,different,0.12314797220278717
sub-126426,Occipital,V3d,Dorsal,IPS2,different,different,0.14528292672920917
sub-126426,Occipital,V3d,Dorsal,IPS3,different,different,0.07685552323624738
sub-126426,Occipital,V3d,Dorsal,IPS4,different,different,0.1287917900185715
sub-126426,Occipital,V3d,Dorsal,IPS5,different,different,0.07507655790527772
sub-126426,Occipital,V3d,Dorsal,SPL1,different,different,-0.020689217050603947
sub-126426,Ventral,hV4,Occipital,V1v,different,different,0.46586763731870245
sub-126426,Ventral,hV4,Occipital,V1d,different,different,0.4182180348790967
sub-126426,Ventral,hV4,Occipital,V2v,different,different,0.44831584193596463
sub-126426,Ventral,hV4,Occipital,V2d,different,different,0.4632472944067017
sub-126426,Ventral,hV4,Occipital,V3v,different,different,0.7754741872667179
sub-126426,Ventral,hV4,Occipital,V3d,different,different,0.5737521880847534
sub-126426,Ventral,hV4,Ventral,hV4,same,same,0.817257445834529
sub-126426,Ventral,hV4,Ventral,VO1,different,same,0.6905757769967888
sub-126426,Ventral,hV4,Ventral,VO2,different,same,0.6504128468406627
sub-126426,Ventral,hV4,Ventral,PHC1,different,same,0.5283853067565836
sub-126426,Ventral,hV4,Ventral,PHC2,different,same,0.3831532909428126
sub-126426,Ventral,hV4,Lateral,LO1,different,different,0.47784184245555616
sub-126426,Ventral,hV4,Lateral,LO2,different,different,0.2745168329392203
sub-126426,Ventral,hV4,Lateral,hMT,different,different,0.47512451341112155
sub-126426,Ventral,hV4,Lateral,MST,different,different,0.6172612721243675
sub-126426,Ventral,hV4,Dorsal,V3a,different,different,0.53969391282003
sub-126426,Ventral,hV4,Dorsal,V3b,different,different,0.5267365516991827
sub-126426,Ventral,hV4,Dorsal,IPS0,different,different,0.09517591506027094
sub-126426,Ventral,hV4,Dorsal,IPS1,different,different,-0.19060411963855858
sub-126426,Ventral,hV4,Dorsal,IPS2,different,different,-0.24670679491097866
sub-126426,Ventral,hV4,Dorsal,IPS3,different,different,-0.2434256042551003
sub-126426,Ventral,hV4,Dorsal,IPS4,different,different,-0.18302704468381367
sub-126426,Ventral,hV4,Dorsal,IPS5,different,different,-0.31845090479924815
sub-126426,Ventral,hV4,Dorsal,SPL1,different,different,-0.2964610132440526
sub-126426,Ventral,VO1,Occipital,V1v,different,different,0.1707801482936617
sub-126426,Ventral,VO1,Occipital,V1d,different,different,0.17992935461904183
sub-126426,Ventral,VO1,Occipital,V2v,different,different,0.2577279877312652
sub-126426,Ventral,VO1,Occipital,V2d,different,different,0.3075598972378519
sub-126426,Ventral,VO1,Occipital,V3v,different,different,0.5773850934505486
sub-126426,Ventral,VO1,Occipital,V3d,different,different,0.38899599075265884
sub-126426,Ventral,VO1,Ventral,hV4,different,same,0.6063253708864007
sub-126426,Ventral,VO1,Ventral,VO1,same,same,0.6663526816018646
sub-126426,Ventral,VO1,Ventral,VO2,different,same,0.6419890086263093
sub-126426,Ventral,VO1,Ventral,PHC1,different,same,0.608425636989981
sub-126426,Ventral,VO1,Ventral,PHC2,different,same,0.5014281776167311
sub-126426,Ventral,VO1,Lateral,LO1,different,different,0.4427049890243565
sub-126426,Ventral,VO1,Lateral,LO2,different,different,0.48839227606600283
sub-126426,Ventral,VO1,Lateral,hMT,different,different,0.5509438248758902
sub-126426,Ventral,VO1,Lateral,MST,different,different,0.5796151450001039
sub-126426,Ventral,VO1,Dorsal,V3a,different,different,0.6021246311535843
sub-126426,Ventral,VO1,Dorsal,V3b,different,different,0.5223726802627721
sub-126426,Ventral,VO1,Dorsal,IPS0,different,different,0.3217048806093026
sub-126426,Ventral,VO1,Dorsal,IPS1,different,different,0.064284040660422
sub-126426,Ventral,VO1,Dorsal,IPS2,different,different,-0.09812331597969784
sub-126426,Ventral,VO1,Dorsal,IPS3,different,different,-0.015525048655255922
sub-126426,Ventral,VO1,Dorsal,IPS4,different,different,-0.03568718509645506
sub-126426,Ventral,VO1,Dorsal,IPS5,different,different,-0.009176079918028976
sub-126426,Ventral,VO1,Dorsal,SPL1,different,different,-0.08303713392577745
sub-126426,Ventral,VO2,Occipital,V1v,different,different,-0.1883429254664588
sub-126426,Ventral,VO2,Occipital,V1d,different,different,-0.1454846431644136
sub-126426,Ventral,VO2,Occipital,V2v,different,different,-0.08795119734851602
sub-126426,Ventral,VO2,Occipital,V2d,different,different,-0.0032935667476311718
sub-126426,Ventral,VO2,Occipital,V3v,different,different,0.2274997450205664
sub-126426,Ventral,VO2,Occipital,V3d,different,different,0.17829624860063098
sub-126426,Ventral,VO2,Ventral,hV4,different,same,0.32749117074812306
sub-126426,Ventral,VO2,Ventral,VO1,different,same,0.38757396872786604
sub-126426,Ventral,VO2,Ventral,VO2,same,same,0.5928972129470591
sub-126426,Ventral,VO2,Ventral,PHC1,different,same,0.6014132615988835
sub-126426,Ventral,VO2,Ventral,PHC2,different,same,0.5624203680145814
sub-126426,Ventral,VO2,Lateral,LO1,different,different,0.5662655167784998
sub-126426,Ventral,VO2,Lateral,LO2,different,different,0.33807197227507985
sub-126426,Ventral,VO2,Lateral,hMT,different,different,0.5648095040733404
sub-126426,Ventral,VO2,Lateral,MST,different,different,0.42099983592715196
sub-126426,Ventral,VO2,Dorsal,V3a,different,different,0.5673175296053641
sub-126426,Ventral,VO2,Dorsal,V3b,different,different,0.3147483544936133
sub-126426,Ventral,VO2,Dorsal,IPS0,different,different,0.3507930899439852
sub-126426,Ventral,VO2,Dorsal,IPS1,different,different,0.07487302080166283
sub-126426,Ventral,VO2,Dorsal,IPS2,different,different,-0.016342020696476316
sub-126426,Ventral,VO2,Dorsal,IPS3,different,different,0.026254939055438145
sub-126426,Ventral,VO2,Dorsal,IPS4,different,different,0.029277183525432585
sub-126426,Ventral,VO2,Dorsal,IPS5,different,different,-0.020652017965642516
sub-126426,Ventral,VO2,Dorsal,SPL1,different,different,-0.07992344839157946
sub-126426,Ventral,PHC1,Occipital,V1v,different,different,-0.21142765422231774
sub-126426,Ventral,PHC1,Occipital,V1d,different,different,-0.26592651904988407
sub-126426,Ventral,PHC1,Occipital,V2v,different,different,-0.20484771647771532
sub-126426,Ventral,PHC1,Occipital,V2d,different,different,-0.1613276092181785
sub-126426,Ventral,PHC1,Occipital,V3v,different,different,0.2776698830333415
sub-126426,Ventral,PHC1,Occipital,V3d,different,different,-0.026612645371856064
sub-126426,Ventral,PHC1,Ventral,hV4,different,same,0.20754591336601688
sub-126426,Ventral,PHC1,Ventral,VO1,different,same,0.3605778842968112
sub-126426,Ventral,PHC1,Ventral,VO2,different,same,0.6300564934612078
sub-126426,Ventral,PHC1,Ventral,PHC1,same,same,0.7823380350470056
sub-126426,Ventral,PHC1,Ventral,PHC2,different,same,0.7157430991009307
sub-126426,Ventral,PHC1,Lateral,LO1,different,different,0.44584487823293817
sub-126426,Ventral,PHC1,Lateral,LO2,different,different,0.10578371071790119
sub-126426,Ventral,PHC1,Lateral,hMT,different,different,0.2916590268652035
sub-126426,Ventral,PHC1,Lateral,MST,different,different,0.16911168127407064
sub-126426,Ventral,PHC1,Dorsal,V3a,different,different,0.2424833797102557
sub-126426,Ventral,PHC1,Dorsal,V3b,different,different,0.04033747383054061
sub-126426,Ventral,PHC1,Dorsal,IPS0,different,different,0.1215062533739161
sub-126426,Ventral,PHC1,Dorsal,IPS1,different,different,-0.03356311215443491
sub-126426,Ventral,PHC1,Dorsal,IPS2,different,different,-0.13966768661654785
sub-126426,Ventral,PHC1,Dorsal,IPS3,different,different,-0.07092836500708141
sub-126426,Ventral,PHC1,Dorsal,IPS4,different,different,-0.049031087094003764
sub-126426,Ventral,PHC1,Dorsal,IPS5,different,different,-0.1173966368600086
sub-126426,Ventral,PHC1,Dorsal,SPL1,different,different,-0.08916399261949673
sub-126426,Ventral,PHC2,Occipital,V1v,different,different,-0.24996575281334366
sub-126426,Ventral,PHC2,Occipital,V1d,different,different,-0.2770849196236628
sub-126426,Ventral,PHC2,Occipital,V2v,different,different,-0.17689147279309225
sub-126426,Ventral,PHC2,Occipital,V2d,different,different,-0.1481733115162183
sub-126426,Ventral,PHC2,Occipital,V3v,different,different,0.3025801331231921
sub-126426,Ventral,PHC2,Occipital,V3d,different,different,-0.013449649133163242
sub-126426,Ventral,PHC2,Ventral,hV4,different,same,0.29107526198442474
sub-126426,Ventral,PHC2,Ventral,VO1,different,same,0.4985756675192558
sub-126426,Ventral,PHC2,Ventral,VO2,different,same,0.7017349742480264
sub-126426,Ventral,PHC2,Ventral,PHC1,different,same,0.7147290568580006
sub-126426,Ventral,PHC2,Ventral,PHC2,same,same,0.730028302294302
sub-126426,Ventral,PHC2,Lateral,LO1,different,different,0.4824349859565753
sub-126426,Ventral,PHC2,Lateral,LO2,different,different,0.12773947234135122
sub-126426,Ventral,PHC2,Lateral,hMT,different,different,0.3557573543307473
sub-126426,Ventral,PHC2,Lateral,MST,different,different,0.23911803390404504
sub-126426,Ventral,PHC2,Dorsal,V3a,different,different,0.3560011569215128
sub-126426,Ventral,PHC2,Dorsal,V3b,different,different,0.08072694453884968
sub-126426,Ventral,PHC2,Dorsal,IPS0,different,different,0.18236763530727898
sub-126426,Ventral,PHC2,Dorsal,IPS1,different,different,0.06648937967713058
sub-126426,Ventral,PHC2,Dorsal,IPS2,different,different,-0.0641067856747777
sub-126426,Ventral,PHC2,Dorsal,IPS3,different,different,-0.012800790003372116
sub-126426,Ventral,PHC2,Dorsal,IPS4,different,different,0.030450045452784034
sub-126426,Ventral,PHC2,Dorsal,IPS5,different,different,-0.02774870938159027
sub-126426,Ventral,PHC2,Dorsal,SPL1,different,different,-0.06154379764673273
sub-126426,Lateral,LO1,Occipital,V1v,different,different,-0.32243513883517894
sub-126426,Lateral,LO1,Occipital,V1d,different,different,-0.183241745867243
sub-126426,Lateral,LO1,Occipital,V2v,different,different,-0.2592310297987634
sub-126426,Lateral,LO1,Occipital,V2d,different,different,-0.07366849307250685
sub-126426,Lateral,LO1,Occipital,V3v,different,different,-0.2935021206767853
sub-126426,Lateral,LO1,Occipital,V3d,different,different,0.06001835208519382
sub-126426,Lateral,LO1,Ventral,hV4,different,different,-0.07163342034579692
sub-126426,Lateral,LO1,Ventral,VO1,different,different,-0.20970229940449495
sub-126426,Lateral,LO1,Ventral,VO2,different,different,-0.3435264422932192
sub-126426,Lateral,LO1,Ventral,PHC1,different,different,-0.3026659125398691
sub-126426,Lateral,LO1,Ventral,PHC2,different,different,-0.44299873673429085
sub-126426,Lateral,LO1,Lateral,LO1,same,same,0.5581763005954963
sub-126426,Lateral,LO1,Lateral,LO2,different,same,0.5362955049977008
sub-126426,Lateral,LO1,Lateral,hMT,different,same,0.4520164292646096
sub-126426,Lateral,LO1,Lateral,MST,different,same,0.30189055417438554
sub-126426,Lateral,LO1,Dorsal,V3a,different,different,0.4328056453458973
sub-126426,Lateral,LO1,Dorsal,V3b,different,different,0.4255256830779262
sub-126426,Lateral,LO1,Dorsal,IPS0,different,different,0.7099932442452362
sub-126426,Lateral,LO1,Dorsal,IPS1,different,different,0.6188259992290766
sub-126426,Lateral,LO1,Dorsal,IPS2,different,different,0.5701058025218655
sub-126426,Lateral,LO1,Dorsal,IPS3,different,different,0.6111462620917724
sub-126426,Lateral,LO1,Dorsal,IPS4,different,different,0.5707143657414097
sub-126426,Lateral,LO1,Dorsal,IPS5,different,different,0.6819440827859405
sub-126426,Lateral,LO1,Dorsal,SPL1,different,different,0.5549921940000697
sub-126426,Lateral,LO2,Occipital,V1v,different,different,-0.4126484051048926
sub-126426,Lateral,LO2,Occipital,V1d,different,different,-0.3153785137705467
sub-126426,Lateral,LO2,Occipital,V2v,different,different,-0.31069557065268183
sub-126426,Lateral,LO2,Occipital,V2d,different,different,-0.15204724906294675
sub-126426,Lateral,LO2,Occipital,V3v,different,different,0.015737910390499085
sub-126426,Lateral,LO2,Occipital,V3d,different,different,0.054290280946689154
sub-126426,Lateral,LO2,Ventral,hV4,different,different,0.13842387586331217
sub-126426,Lateral,LO2,Ventral,VO1,different,different,0.3019542130757917
sub-126426,Lateral,LO2,Ventral,VO2,different,different,0.2728896231806409
sub-126426,Lateral,LO2,Ventral,PHC1,different,different,0.39993299784504216
sub-126426,Lateral,LO2,Ventral,PHC2,different,different,0.31385550808758467
sub-126426,Lateral,LO2,Lateral,LO1,different,same,0.7215537617044924
sub-126426,Lateral,LO2,Lateral,LO2,same,same,0.5482346415813452
sub-126426,Lateral,LO2,Lateral,hMT,different,same,0.5157587851745956
sub-126426,Lateral,LO2,Lateral,MST,different,same,0.4192067411525702
sub-126426,Lateral,LO2,Dorsal,V3a,different,different,0.5493528095439043
sub-126426,Lateral,LO2,Dorsal,V3b,different,different,0.31293743787205336
sub-126426,Lateral,LO2,Dorsal,IPS0,different,different,0.49468610641885713
sub-126426,Lateral,LO2,Dorsal,IPS1,different,different,0.2830028844979455
sub-126426,Lateral,LO2,Dorsal,IPS2,different,different,0.21137931615056132
sub-126426,Lateral,LO2,Dorsal,IPS3,different,different,0.27416061581769713
sub-126426,Lateral,LO2,Dorsal,IPS4,different,different,0.3538827663972074
sub-126426,Lateral,LO2,Dorsal,IPS5,different,different,0.25193099775547434
sub-126426,Lateral,LO2,Dorsal,SPL1,different,different,0.16984283580538642
sub-126426,Lateral,hMT,Occipital,V1v,different,different,-0.06529629870168822
sub-126426,Lateral,hMT,Occipital,V1d,different,different,0.02836076805757119
sub-126426,Lateral,hMT,Occipital,V2v,different,different,-0.003997556032026082
sub-126426,Lateral,hMT,Occipital,V2d,different,different,0.22018485371127505
sub-126426,Lateral,hMT,Occipital,V3v,different,different,0.23404307781077252
sub-126426,Lateral,hMT,Occipital,V3d,different,different,0.39978534932762716
sub-126426,Lateral,hMT,Ventral,hV4,different,different,0.3919335651764319
sub-126426,Lateral,hMT,Ventral,VO1,different,different,0.377393913862995
sub-126426,Lateral,hMT,Ventral,VO2,different,different,0.2026138135823475
sub-126426,Lateral,hMT,Ventral,PHC1,different,different,0.3281426481623219
sub-126426,Lateral,hMT,Ventral,PHC2,different,different,0.17830911590045861
sub-126426,Lateral,hMT,Lateral,LO1,different,same,0.6624637094475204
sub-126426,Lateral,hMT,Lateral,LO2,different,same,0.5416341555236425
sub-126426,Lateral,hMT,Lateral,hMT,same,same,0.7985477453864921
sub-126426,Lateral,hMT,Lateral,MST,different,same,0.6329856218766029
